Title,Year,Type,Price,Engine type,Gearbox_type,Power_unit,Milage,City
Opel Astra,['2011'],Universalas,2700,Dyzelinas,Mechaninė,"1.7 l.,",220000,Tauragė
Opel Astra,['2008-08'],Universalas,2750,Dyzelinas,Mechaninė,"1.7 l.,         81  kW",207000,Kėdainiai
Opel Astra,['2011-06'],Universalas,2750,Dyzelinas,Mechaninė,"2.0 l.,         118  kW",192000,Kaunas
Opel Astra,['2006-07'],Kupė (Coupe),2800,Dyzelinas,Automatinė,"1.9 l.,         88  kW",282000,Elektrėnai
Opel Astra,['2005-01'],Universalas,2900,Benzinas / dujos,Automatinė,"1.8 l.,         92  kW",236500,Panevėžys
Opel Astra,['2007-06'],Kabrioletas,2950,Dyzelinas,Mechaninė,"1.9 l.,         110  kW",227870,Vilnius
Opel Astra,['2012-03'],Universalas,2950,Dyzelinas,Mechaninė,"1.7 l.,         81  kW",236179,Ukmergė
Opel Astra,['2011-05'],Hečbekas,2999,Benzinas,Mechaninė,"1.6 l.,         85  kW",135000,Vilnius
Opel Astra,['2011-03'],Hečbekas,3000,Dyzelinas,Mechaninė,"1.7 l.,         81  kW",276000,Vilnius
Opel Astra,['2010-07'],Hečbekas,3090,Dyzelinas,Mechaninė,"2.0 l.,         118  kW",317000,Panevėžys
Opel Astra,['2007-09'],Kabrioletas,3100,Benzinas / dujos,Mechaninė,"1.8 l.,         103  kW",250000,Kaunas
Opel Astra,['2009-07'],Hečbekas,3100,Benzinas,Mechaninė,"1.6 l.,         85  kW",157000,Klaipėda
Opel Astra,['2007'],Kabrioletas,3100,Benzinas,Mechaninė,"1.6 l.,         77  kW",155,Kupiškis
Opel Astra,['2009-11'],Universalas,3150,Dyzelinas,Automatinė,"1.9 l.,         88  kW",259253,Kėdainiai
Opel Astra,['2013-05'],Universalas,3200,Benzinas,Mechaninė,"1.4 l.,         103  kW",153500,Vilnius
Opel Astra,['2010-03'],Hečbekas,3250,Dyzelinas,Mechaninė,"1.7 l.,         81  kW",262500,Kaunas
Opel Astra,['2012-11'],Universalas,3250,Dyzelinas,Mechaninė,"1.7 l.,         81  kW",274382,Kaunas
Opel Astra,['2012-11'],Universalas,3295,Benzinas / dujos,Mechaninė,"1.6 l.,         85  kW",217607,Kretinga
Opel Astra,['2010-01'],Hečbekas,3300,Dyzelinas,Mechaninė,"1.7 l.,         92  kW",334100,Kaunas
Opel Astra,['2006-02'],Hečbekas,3350,Benzinas,Automatinė,"1.8 l.,         92  kW",224000,Vilnius
Opel Astra,['2010-12'],Hečbekas,3350,Dyzelinas,Mechaninė,"1.7 l.,         81  kW",226000,Kaunas
Opel Astra,['2011-12'],Universalas,3350,Dyzelinas,Mechaninė,"1.7 l.,         81  kW",264000,Radviliškis
Opel Astra,['2013-07'],Universalas,3400,Dyzelinas,Mechaninė,"1.7 l.,         81  kW",294432,Šiauliai
Opel Astra,['2011-12'],Universalas,3400,Dyzelinas,Mechaninė,"1.3 l.,         70  kW",197000,Kaunas
Opel Astra,['2011'],Hečbekas,3400,Dyzelinas,Mechaninė,"1.7 l.,         81  kW",207100,Vilnius
Opel Astra,['2011'],Universalas,3450,Benzinas,Mechaninė,"1.4 l.,         88  kW",160000,Marijampolė
